"";"time";"count"
"7624";2015-06-14 20:01:00;603
"7625";2015-06-14 20:04:00;719
"7626";2015-06-14 20:07:00;621
"7627";2015-06-14 20:10:00;736
"7628";2015-06-14 20:13:00;775
"7629";2015-06-14 20:16:00;1660
"7630";2015-06-14 20:19:00;2175
"7631";2015-06-14 20:22:00;1522
"7632";2015-06-14 20:25:00;1280
"7633";2015-06-14 20:28:00;1021
"7634";2015-06-14 20:31:00;763
"7635";2015-06-14 20:34:00;699
"7636";2015-06-14 20:37:00;721
"7637";2015-06-14 20:40:00;688
"7638";2015-06-14 20:43:00;668
"7639";2015-06-14 20:46:00;2764
"7640";2015-06-14 20:49:00;1937
"7641";2015-06-14 20:52:00;1331
"7642";2015-06-14 20:55:00;3150
"7643";2015-06-14 20:58:00;2182
"7644";2015-06-14 21:00:00;1744
"7645";2015-06-14 21:03:00;1214
"7646";2015-06-14 21:06:00;1098
"7647";2015-06-14 21:09:00;1134
"7648";2015-06-14 21:12:00;943
"7649";2015-06-14 21:15:00;921
"7650";2015-06-14 21:18:00;1176
"7651";2015-06-14 21:21:00;1029
"7652";2015-06-14 21:24:00;895
"7653";2015-06-14 21:27:00;841
"7654";2015-06-14 21:30:00;1026
"7655";2015-06-14 21:33:00;990
"7656";2015-06-14 21:36:00;1307
"7657";2015-06-14 21:39:00;1661
"7658";2015-06-14 21:42:00;1361
"7659";2015-06-14 21:45:00;1269
"7660";2015-06-14 21:48:00;1083
"7661";2015-06-14 21:51:00;1206
"7662";2015-06-14 21:54:00;1481
"7663";2015-06-14 21:57:00;1676
"7664";2015-06-14 22:02:00;1657
"7665";2015-06-14 22:05:00;1304
"7666";2015-06-14 22:08:00;1019
"7667";2015-06-14 22:11:00;867
"7668";2015-06-14 22:14:00;941
"7669";2015-06-14 22:17:00;790
"7670";2015-06-14 22:20:00;779
"7671";2015-06-14 22:23:00;908
"7672";2015-06-14 22:26:00;1330
"7673";2015-06-14 22:29:00;960
"7674";2015-06-14 22:32:00;909
"7675";2015-06-14 22:35:00;3091
"7676";2015-06-14 22:38:00;4064
"7677";2015-06-14 22:41:00;3051
"7678";2015-06-14 22:44:00;1502
"7679";2015-06-14 22:47:00;1261
"7680";2015-06-14 22:50:00;1609
"7681";2015-06-14 22:53:00;1281
"7682";2015-06-14 22:56:00;1098
"7683";2015-06-14 22:59:00;1086
"7684";2015-06-14 23:01:00;1007
"7685";2015-06-14 23:04:00;1167
"7686";2015-06-14 23:07:00;793
"7687";2015-06-14 23:10:00;2377
"7688";2015-06-14 23:13:00;1182
"7689";2015-06-14 23:16:00;879
"7690";2015-06-14 23:19:00;688
"7691";2015-06-14 23:22:00;807
"7692";2015-06-14 23:25:00;783
"7693";2015-06-14 23:28:00;816
"7694";2015-06-14 23:31:00;726
"7695";2015-06-14 23:34:00;648
"7696";2015-06-14 23:37:00;719
"7697";2015-06-14 23:40:00;864
"7698";2015-06-14 23:43:00;754
"7699";2015-06-14 23:46:00;928
"7700";2015-06-14 23:49:00;821
"7701";2015-06-14 23:52:00;1162
"7702";2015-06-14 23:55:00;2701
"7703";2015-06-14 23:58:00;2057
"7704";2015-06-15 00:01:00;1314
"7705";2015-06-15 00:04:00;1010
"7706";2015-06-15 00:07:00;997
"7707";2015-06-15 00:10:00;959
"7708";2015-06-15 00:13:00;735
"7709";2015-06-15 00:16:00;844
"7710";2015-06-15 00:19:00;840
"7711";2015-06-15 00:22:00;734
"7712";2015-06-15 00:25:00;684
"7713";2015-06-15 00:28:00;603
"7714";2015-06-15 00:31:00;654
"7715";2015-06-15 00:34:00;723
"7716";2015-06-15 00:37:00;722
"7717";2015-06-15 00:40:00;600
"7718";2015-06-15 00:43:00;853
"7719";2015-06-15 00:46:00;838
"7720";2015-06-15 00:49:00;716
"7721";2015-06-15 00:52:00;727
"7722";2015-06-15 00:55:00;703
"7723";2015-06-15 00:58:00;981
"7724";2015-06-15 01:00:00;917
"7725";2015-06-15 01:03:00;686
"7726";2015-06-15 01:06:00;700
"7727";2015-06-15 01:09:00;642
"7728";2015-06-15 01:12:00;575
"7729";2015-06-15 01:15:00;505
"7730";2015-06-15 01:18:00;1344
"7731";2015-06-15 01:21:00;755
"7732";2015-06-15 01:24:00;671
"7733";2015-06-15 01:27:00;599
"7734";2015-06-15 01:30:00;533
"7735";2015-06-15 01:33:00;477
"22546";2015-06-14 14:11:00;492
"22547";2015-06-14 14:14:00;490
"22548";2015-06-14 14:17:00;485
"22549";2015-06-14 14:20:00;473
"22550";2015-06-14 14:23:00;516
"22551";2015-06-14 14:26:00;493
"22552";2015-06-14 14:29:00;518
"22553";2015-06-14 14:32:00;456
"22554";2015-06-14 14:35:00;459
"22555";2015-06-14 14:38:00;479
"22556";2015-06-14 14:41:00;488
"22557";2015-06-14 14:44:00;520
"22558";2015-06-14 14:47:00;507
"22559";2015-06-14 14:50:00;518
"22560";2015-06-14 14:53:00;489
"22561";2015-06-14 14:56:00;521
"22562";2015-06-14 14:59:00;510
"22563";2015-06-14 15:01:00;647
"22564";2015-06-14 15:04:00;699
"22565";2015-06-14 15:07:00;573
"22566";2015-06-14 15:10:00;573
"22567";2015-06-14 15:13:00;559
"22568";2015-06-14 15:16:00;587
