time;count
18/06/2015 20:01;895
18/06/2015 20:04;825
18/06/2015 20:07;601
18/06/2015 20:10;600
18/06/2015 20:13;755
18/06/2015 20:16;581
18/06/2015 20:19;541
18/06/2015 20:22;525
18/06/2015 20:25;583
18/06/2015 20:28;640
18/06/2015 20:31;766
18/06/2015 20:34;546
18/06/2015 20:37;739
18/06/2015 20:40;754
18/06/2015 20:43;912
18/06/2015 20:46;839
18/06/2015 20:49;835
18/06/2015 20:52;955
18/06/2015 20:55;2927
18/06/2015 20:58;2961
18/06/2015 21:00;2684
18/06/2015 21:03;1998
18/06/2015 21:06;1458
18/06/2015 21:09;1308
18/06/2015 21:12;1294
18/06/2015 21:15;902
18/06/2015 21:18;953
18/06/2015 21:21;838
18/06/2015 21:24;855
18/06/2015 21:27;696
18/06/2015 21:30;895
18/06/2015 21:33;628
18/06/2015 21:36;617
18/06/2015 21:39;564
18/06/2015 21:42;520
18/06/2015 21:45;876
18/06/2015 21:48;914
18/06/2015 21:51;734
18/06/2015 21:54;710
18/06/2015 21:57;622
18/06/2015 22:02;557
18/06/2015 22:05;547
18/06/2015 22:08;453
18/06/2015 22:11;818
18/06/2015 22:14;532
18/06/2015 22:17;507
18/06/2015 22:20;455
18/06/2015 22:23;424
18/06/2015 22:26;376
18/06/2015 22:29;363
18/06/2015 22:32;346
18/06/2015 22:35;343
18/06/2015 22:38;369
18/06/2015 22:41;578
18/06/2015 22:44;413
18/06/2015 22:47;493
18/06/2015 22:50;349
18/06/2015 22:53;346
18/06/2015 22:56;310
18/06/2015 22:59;302
18/06/2015 23:01;334
18/06/2015 23:04;291
18/06/2015 23:07;412
18/06/2015 23:10;346
18/06/2015 23:13;322
18/06/2015 23:16;316
18/06/2015 23:19;677
18/06/2015 23:22;360
18/06/2015 23:25;316
18/06/2015 23:28;264
18/06/2015 23:31;599
18/06/2015 23:34;345
18/06/2015 23:37;269
18/06/2015 23:40;287
18/06/2015 23:43;286
18/06/2015 23:46;323
18/06/2015 23:49;379
18/06/2015 23:52;462
