"";"time";"count"
"7183";2015-06-13 21:58:00;3292
"7221";2015-06-13 23:53:00;1355
"7222";2015-06-13 23:56:00;985
"7223";2015-06-13 23:59:00;758
"7224";2015-06-14 00:00:00;724
"7225";2015-06-14 00:03:00;676
"7226";2015-06-14 00:06:00;607
"7227";2015-06-14 00:09:00;568
"7228";2015-06-14 00:12:00;575
"7229";2015-06-14 00:15:00;541
"7230";2015-06-14 00:18:00;563
"7231";2015-06-14 00:21:00;516
"7232";2015-06-14 00:24:00;523
"7233";2015-06-14 00:27:00;505
"7234";2015-06-14 00:30:00;485
"7235";2015-06-14 00:33:00;461
"7236";2015-06-14 00:36:00;454
"7237";2015-06-14 00:39:00;458
"7238";2015-06-14 00:42:00;583
"7239";2015-06-14 00:45:00;503
"7240";2015-06-14 00:48:00;435
"7241";2015-06-14 00:51:00;490
"7242";2015-06-14 00:54:00;426
"7243";2015-06-14 00:57:00;445
"7244";2015-06-14 01:02:00;443
"7245";2015-06-14 01:05:00;493
"7246";2015-06-14 01:08:00;481
"7247";2015-06-14 01:11:00;450
"7248";2015-06-14 01:14:00;496
"7249";2015-06-14 01:17:00;489
"7250";2015-06-14 01:20:00;463
"7251";2015-06-14 01:23:00;485
"7252";2015-06-14 01:26:00;476
"7253";2015-06-14 01:29:00;416
"7254";2015-06-14 01:32:00;388
"7255";2015-06-14 01:35:00;409
"7256";2015-06-14 01:38:00;415
"7257";2015-06-14 01:41:00;416
"7258";2015-06-14 01:44:00;353
"7259";2015-06-14 01:47:00;385
"22063";2015-06-13 14:00:00;756
"22064";2015-06-13 14:03:00;744
"22065";2015-06-13 14:06:00;918
"22066";2015-06-13 14:09:00;765
"22067";2015-06-13 14:12:00;760
"22068";2015-06-13 14:15:00;754
"22069";2015-06-13 14:18:00;741
"22070";2015-06-13 14:21:00;738
"22071";2015-06-13 14:24:00;842
"22072";2015-06-13 14:27:00;761
"22073";2015-06-13 14:30:00;876
"22074";2015-06-13 14:33:00;802
"22075";2015-06-13 14:36:00;911
"22076";2015-06-13 14:39:00;816
"22077";2015-06-13 14:42:00;865
"22078";2015-06-13 14:45:00;934
"22079";2015-06-13 14:48:00;832
"22080";2015-06-13 14:51:00;823
"22081";2015-06-13 14:54:00;810
"22082";2015-06-13 14:57:00;799
"22083";2015-06-13 15:02:00;823
"22084";2015-06-13 15:05:00;848
"22085";2015-06-13 15:08:00;809
"22086";2015-06-13 15:11:00;840
"22087";2015-06-13 15:14:00;832
"22088";2015-06-13 15:17:00;851
"22089";2015-06-13 15:20:00;796
"22090";2015-06-13 15:23:00;856
"22091";2015-06-13 15:26:00;818
"22092";2015-06-13 15:29:00;866
"22093";2015-06-13 15:32:00;1010
"22094";2015-06-13 15:35:00;1060
"22095";2015-06-13 15:38:00;1364
"22096";2015-06-13 15:41:00;1356
"22097";2015-06-13 15:44:00;1212
"22098";2015-06-13 15:47:00;1243
"22099";2015-06-13 15:50:00;1172
"22100";2015-06-13 15:53:00;1282
"22101";2015-06-13 15:56:00;1373
"22102";2015-06-13 15:59:00;1333
"22141";2015-06-13 17:54:00;1179
"22142";2015-06-13 17:57:00;2465
"22143";2015-06-13 18:02:00;1467
"22144";2015-06-13 18:05:00;1203
"22145";2015-06-13 18:08:00;1186
"22146";2015-06-13 18:11:00;1532
"22147";2015-06-13 18:14:00;1268
"22148";2015-06-13 18:17:00;1283
"22149";2015-06-13 18:20:00;1158
"22150";2015-06-13 18:23:00;1138
"22151";2015-06-13 18:26:00;1154
"22152";2015-06-13 18:29:00;958
"22153";2015-06-13 18:32:00;1124
"22154";2015-06-13 18:35:00;1362
"22155";2015-06-13 18:38:00;1225
"22156";2015-06-13 18:41:00;1523
"22157";2015-06-13 18:44:00;1417
"22158";2015-06-13 18:47:00;1309
"22159";2015-06-13 18:50:00;1360
"22160";2015-06-13 18:53:00;1414
"22161";2015-06-13 18:56:00;1707
"22162";2015-06-13 18:59:00;1665
"22200";2015-06-13 20:51:00;2300
"22201";2015-06-13 20:54:00;3043
"22202";2015-06-13 20:57:00;2669
"22203";2015-06-13 21:02:00;2046
"22204";2015-06-13 21:05:00;1702
"22205";2015-06-13 21:08:00;1707
"22206";2015-06-13 21:11:00;1718
"22207";2015-06-13 21:14:00;1414
"22208";2015-06-13 21:17:00;1157
"22209";2015-06-13 21:20:00;1210
"22210";2015-06-13 21:23:00;1404
"22211";2015-06-13 21:26:00;1180
"22212";2015-06-13 21:29:00;1064
"22213";2015-06-13 21:32:00;1046
"22214";2015-06-13 21:35:00;1097
"22215";2015-06-13 21:38:00;863
"22216";2015-06-13 21:41:00;952
"22217";2015-06-13 21:44:00;880
"22218";2015-06-13 21:47:00;1164
"22219";2015-06-13 21:50:00;925
"22220";2015-06-13 21:53:00;1002
"22221";2015-06-13 21:56:00;1143
"22222";2015-06-13 21:59:00;7418
"22260";2015-06-13 23:51:00;1184
"22261";2015-06-13 23:54:00;1184
"22262";2015-06-13 23:57:00;916
"22263";2015-06-14 00:01:00;717
"22264";2015-06-14 00:04:00;657
"22265";2015-06-14 00:07:00;617
"22266";2015-06-14 00:10:00;594
"22267";2015-06-14 00:13:00;564
"22268";2015-06-14 00:16:00;556
"22269";2015-06-14 00:19:00;524
"22270";2015-06-14 00:22:00;525
"22271";2015-06-14 00:25:00;470
"22272";2015-06-14 00:28:00;543
"22273";2015-06-14 00:31:00;441
"22274";2015-06-14 00:34:00;475
"22275";2015-06-14 00:37:00;468
"22276";2015-06-14 00:40:00;502
"22277";2015-06-14 00:43:00;573
"22278";2015-06-14 00:46:00;448
"22279";2015-06-14 00:49:00;436
"22280";2015-06-14 00:52:00;541
"22281";2015-06-14 00:55:00;394
"22282";2015-06-14 00:58:00;414
"22283";2015-06-14 01:00:00;453
"22284";2015-06-14 01:03:00;470
"22285";2015-06-14 01:06:00;481
"22286";2015-06-14 01:09:00;511
"22287";2015-06-14 01:12:00;502
"22288";2015-06-14 01:15:00;455
"22289";2015-06-14 01:18:00;474
"22290";2015-06-14 01:21:00;435
"22291";2015-06-14 01:24:00;487
"22292";2015-06-14 01:27:00;476
"22293";2015-06-14 01:30:00;407
"22294";2015-06-14 01:33:00;390
"22295";2015-06-14 01:36:00;395
"22296";2015-06-14 01:39:00;399
"22297";2015-06-14 01:42:00;395
"22298";2015-06-14 01:45:00;387
"22299";2015-06-14 01:48:00;355
"37109";2015-06-13 14:01:00;730
"37110";2015-06-13 14:04:00;740
"37111";2015-06-13 14:07:00;798
"37112";2015-06-13 14:10:00;788
"37113";2015-06-13 14:13:00;730
"37114";2015-06-13 14:16:00;709
"37115";2015-06-13 14:19:00;718
"37116";2015-06-13 14:22:00;762
"37117";2015-06-13 14:25:00;827
"37118";2015-06-13 14:28:00;853
"37119";2015-06-13 14:31:00;891
"37120";2015-06-13 14:34:00;815
"37121";2015-06-13 14:37:00;811
"37122";2015-06-13 14:40:00;869
"37123";2015-06-13 14:43:00;805
"37124";2015-06-13 14:46:00;780
"37125";2015-06-13 14:49:00;780
"37126";2015-06-13 14:52:00;881
"37127";2015-06-13 14:55:00;829
"37128";2015-06-13 14:58:00;789
"37129";2015-06-13 15:00:00;843
"37130";2015-06-13 15:03:00;833
"37131";2015-06-13 15:06:00;797
"37132";2015-06-13 15:09:00;847
"37133";2015-06-13 15:12:00;818
"37134";2015-06-13 15:15:00;823
"37135";2015-06-13 15:18:00;808
"37136";2015-06-13 15:21:00;725
"37137";2015-06-13 15:24:00;795
"37138";2015-06-13 15:27:00;790
"37139";2015-06-13 15:30:00;1042
"37140";2015-06-13 15:33:00;993
"37141";2015-06-13 15:36:00;1142
"37142";2015-06-13 15:39:00;1296
"37143";2015-06-13 15:42:00;1265
"37144";2015-06-13 15:45:00;1218
"37145";2015-06-13 15:48:00;1151
"37146";2015-06-13 15:51:00;1206
"37147";2015-06-13 15:54:00;1297
"37148";2015-06-13 15:57:00;1405
"37186";2015-06-13 17:52:00;1342
"37187";2015-06-13 17:55:00;1469
"37188";2015-06-13 17:58:00;2283
"37189";2015-06-13 18:00:00;1756
"37190";2015-06-13 18:03:00;1380
"37191";2015-06-13 18:06:00;1130
"37192";2015-06-13 18:09:00;1128
"37193";2015-06-13 18:12:00;1147
"37194";2015-06-13 18:15:00;1092
"37195";2015-06-13 18:18:00;1189
"37196";2015-06-13 18:21:00;1338
"37197";2015-06-13 18:24:00;1111
"37198";2015-06-13 18:27:00;1034
"37199";2015-06-13 18:30:00;1208
"37200";2015-06-13 18:33:00;1173
"37201";2015-06-13 18:36:00;1211
"37202";2015-06-13 18:39:00;1728
"37203";2015-06-13 18:42:00;1421
"37204";2015-06-13 18:45:00;1409
"37205";2015-06-13 18:48:00;1281
"37206";2015-06-13 18:51:00;1347
"37207";2015-06-13 18:54:00;1770
"37208";2015-06-13 18:57:00;1743
"37246";2015-06-13 20:52:00;2431
"37247";2015-06-13 20:55:00;2969
"37248";2015-06-13 20:58:00;2442
"37249";2015-06-13 21:00:00;2361
"37250";2015-06-13 21:03:00;1857
"37251";2015-06-13 21:06:00;1574
"37252";2015-06-13 21:09:00;1840
"37253";2015-06-13 21:12:00;1618
"37254";2015-06-13 21:15:00;1317
"37255";2015-06-13 21:18:00;1193
"37256";2015-06-13 21:21:00;1133
"37257";2015-06-13 21:24:00;1185
"37258";2015-06-13 21:27:00;1138
"37259";2015-06-13 21:30:00;1160
"37260";2015-06-13 21:33:00;1070
"37261";2015-06-13 21:36:00;1108
"37262";2015-06-13 21:39:00;976
"37263";2015-06-13 21:42:00;914
"37264";2015-06-13 21:45:00;987
"37265";2015-06-13 21:48:00;1128
"37266";2015-06-13 21:51:00;981
"37267";2015-06-13 21:54:00;929
"37268";2015-06-13 21:57:00;1053
"37306";2015-06-13 23:52:00;1360
"37307";2015-06-13 23:55:00;1053
"37308";2015-06-13 23:58:00;857
"37309";2015-06-14 00:02:00;671
"37310";2015-06-14 00:05:00;632
"37311";2015-06-14 00:08:00;647
"37312";2015-06-14 00:11:00;580
"37313";2015-06-14 00:14:00;562
"37314";2015-06-14 00:17:00;528
"37315";2015-06-14 00:20:00;568
"37316";2015-06-14 00:23:00;484
"37317";2015-06-14 00:26:00;460
"37318";2015-06-14 00:29:00;425
"37319";2015-06-14 00:32:00;464
"37320";2015-06-14 00:35:00;444
"37321";2015-06-14 00:38:00;470
"37322";2015-06-14 00:41:00;490
"37323";2015-06-14 00:44:00;409
"37324";2015-06-14 00:47:00;447
"37325";2015-06-14 00:50:00;381
"37326";2015-06-14 00:53:00;386
"37327";2015-06-14 00:56:00;415
"37328";2015-06-14 00:59:00;485
"37329";2015-06-14 01:01:00;442
"37330";2015-06-14 01:04:00;527
"37331";2015-06-14 01:07:00;481
"37332";2015-06-14 01:10:00;540
"37333";2015-06-14 01:13:00;485
"37334";2015-06-14 01:16:00;475
"37335";2015-06-14 01:19:00;458
"37336";2015-06-14 01:22:00;462
"37337";2015-06-14 01:25:00;513
"37338";2015-06-14 01:28:00;401
"37339";2015-06-14 01:31:00;415
"37340";2015-06-14 01:34:00;440
"37341";2015-06-14 01:37:00;396
"37342";2015-06-14 01:40:00;415
"37343";2015-06-14 01:43:00;398
"37344";2015-06-14 01:46:00;378
"37345";2015-06-14 01:49:00;396
