time;count
16/06/2015 14:01;622
16/06/2015 14:04;397
16/06/2015 14:07;382
16/06/2015 14:10;441
16/06/2015 14:13;418
16/06/2015 14:16;453
16/06/2015 14:19;442
16/06/2015 14:22;476
16/06/2015 14:25;423
16/06/2015 14:28;430
16/06/2015 14:31;417
16/06/2015 14:34;424
16/06/2015 14:37;437
16/06/2015 14:40;461
16/06/2015 14:43;461
16/06/2015 14:46;443
16/06/2015 14:49;395
16/06/2015 14:52;480
16/06/2015 14:55;504
16/06/2015 14:58;512
16/06/2015 15:00;732
16/06/2015 15:03;507
16/06/2015 15:06;474
16/06/2015 15:09;540
16/06/2015 15:12;508
16/06/2015 15:15;563
16/06/2015 15:18;591
16/06/2015 15:21;533
16/06/2015 15:24;515
16/06/2015 15:27;466
16/06/2015 15:30;644
16/06/2015 15:33;548
16/06/2015 15:36;622
16/06/2015 15:39;708
16/06/2015 15:42;702
16/06/2015 15:45;1236
16/06/2015 15:48;1232
16/06/2015 15:51;1220
16/06/2015 15:54;1273
16/06/2015 15:57;1188
16/06/2015 17:52;1820
16/06/2015 17:55;1350
16/06/2015 17:58;1166
16/06/2015 18:00;1383
16/06/2015 18:03;909
16/06/2015 18:06;830
16/06/2015 18:09;706
16/06/2015 18:12;749
16/06/2015 18:15;804
16/06/2015 18:18;674
16/06/2015 18:21;570
16/06/2015 18:24;596
16/06/2015 18:27;554
16/06/2015 18:30;592
16/06/2015 18:33;823
16/06/2015 18:36;732
16/06/2015 18:39;906
16/06/2015 18:42;599
16/06/2015 18:45;684
16/06/2015 18:48;527
16/06/2015 18:51;597
16/06/2015 18:54;612
16/06/2015 18:57;664
16/06/2015 20:52;1240
16/06/2015 20:55;894
16/06/2015 20:58;708
16/06/2015 21:00;889
16/06/2015 21:03;754
16/06/2015 21:06;780
16/06/2015 21:09;669
16/06/2015 21:12;836
16/06/2015 21:15;737
16/06/2015 21:18;712
16/06/2015 21:21;693
16/06/2015 21:24;726
16/06/2015 21:27;807
16/06/2015 21:30;844
16/06/2015 21:33;959
16/06/2015 21:36;848
16/06/2015 21:39;745
16/06/2015 21:42;767
16/06/2015 21:45;986
16/06/2015 21:48;953
16/06/2015 21:51;1312
16/06/2015 21:54;1229
16/06/2015 21:57;1327
16/06/2015 23:55;1125
16/06/2015 23:58;4132
17/06/2015 00:02;2992
17/06/2015 00:05;2118
17/06/2015 00:08;1788
17/06/2015 00:11;1421
17/06/2015 00:14;1079
17/06/2015 00:17;987
17/06/2015 00:20;912
17/06/2015 00:23;754
17/06/2015 00:26;683
17/06/2015 00:29;701
17/06/2015 00:32;586
17/06/2015 00:35;580
17/06/2015 00:38;503
17/06/2015 00:41;530
17/06/2015 00:44;475
17/06/2015 00:47;472
17/06/2015 00:50;479
17/06/2015 00:53;408
17/06/2015 00:56;406
17/06/2015 00:59;439
17/06/2015 01:01;365
17/06/2015 01:04;390
17/06/2015 01:07;352
17/06/2015 01:10;351
17/06/2015 01:13;347
17/06/2015 01:16;352
17/06/2015 01:19;315
17/06/2015 01:22;374
17/06/2015 01:25;342
17/06/2015 01:28;319
17/06/2015 01:31;381
17/06/2015 01:34;358
17/06/2015 01:37;387
17/06/2015 01:40;303
17/06/2015 01:43;357
17/06/2015 01:46;321
17/06/2015 01:49;327
17/06/2015 01:52;310
16/06/2015 14:02;614
16/06/2015 14:05;421
16/06/2015 14:08;397
16/06/2015 14:11;377
16/06/2015 14:14;585
16/06/2015 14:17;430
16/06/2015 14:20;401
16/06/2015 14:23;467
16/06/2015 14:26;382
16/06/2015 14:29;452
16/06/2015 14:32;468
16/06/2015 14:35;400
16/06/2015 14:38;440
16/06/2015 14:41;485
16/06/2015 14:44;449
16/06/2015 14:47;476
16/06/2015 14:50;471
16/06/2015 14:53;560
16/06/2015 14:56;478
16/06/2015 14:59;469
16/06/2015 15:01;580
16/06/2015 15:04;501
16/06/2015 15:07;525
16/06/2015 15:10;518
16/06/2015 15:13;489
16/06/2015 15:16;513
16/06/2015 15:19;528
16/06/2015 15:22;497
16/06/2015 15:25;529
16/06/2015 15:28;495
16/06/2015 15:31;623
16/06/2015 15:34;541
16/06/2015 15:37;733
