"";"c.2595.84821428571..2362.68619246862..2429.91071428571..2440.44769874477";"c.1414.81681681682..1000.09549071618..1351.21021021021..1056.27851458886";"c.894.282222222222..731.537414965986..884.762222222222..741.251700680272";"c.826.651651651652..670.965277777778..837.693693693694..658.197916666667";"c.1071.92835820896..752.815303430079..923.874626865672..883.68073878628";"c.634.530303030303..581.95..702.727272727273..522.726315789474";"c.713.640718562874..484.534759358289..679.87125748503..514.692513368984";"c.570.522388059701..465.497340425532..608.656716417911..431.521276595745";"c.477.170149253731..399.405835543767..484.044776119403..393.297082228117";"c.459.396396396396..369.896276595745..479.963963963964..351.68085106383";"c.669.479041916168..505.873015873016..593.224550898204..573.251322751323";"c.682.216216216216..410.469945355191..463.468468468468..NA.";"c.480.31718061674..454.720547945205..383.607929515419..514.865753424658";"c.439.941964285714..284.239782016349..310.383928571429..363.316076294278";"c.593.286995515695..552.720108695652..465.013452914798..630.451086956522"
"1";2595,84821428571;1414,81681681682;894,282222222222;826,651651651652;1071,92835820896;634,530303030303;713,640718562874;570,522388059701;477,170149253731;459,396396396396;669,479041916168;682,216216216216;480,31718061674;439,941964285714;593,286995515695
"2";2362,68619246862;1000,09549071618;731,537414965986;670,965277777778;752,815303430079;581,95;484,534759358289;465,497340425532;399,405835543767;369,896276595745;505,873015873016;410,469945355191;454,720547945205;284,239782016349;552,720108695652
"3";2429,91071428571;1351,21021021021;884,762222222222;837,693693693694;923,874626865672;702,727272727273;679,87125748503;608,656716417911;484,044776119403;479,963963963964;593,224550898204;463,468468468468;383,607929515419;310,383928571429;465,013452914798
"4";2440,44769874477;1056,27851458886;741,251700680272;658,197916666667;883,68073878628;522,726315789474;514,692513368984;431,521276595745;393,297082228117;351,68085106383;573,251322751323;NA;514,865753424658;363,316076294278;630,451086956522
